"DateTime","Polygon 1"
"2017-01-06",0
"2017-01-07",0.0008
"2017-01-08",0.0282
"2017-01-09",0.0467
"2017-01-10",0
"2017-01-11",0
"2017-01-12",0.0049
"2017-01-13",0.009
"2017-01-14",0
"2017-01-15",0.0081
"2017-01-16",0.0013
"2017-01-17",0.0001
"2017-01-18",0
"2017-01-19",0.0026
"2017-01-20",0
"2017-01-21",0.1334
"2017-01-22",0
"2017-01-23",0.0003
"2017-01-24",0.0057
"2017-01-25",0.0001
"2017-01-26",0
"2017-01-27",0
"2017-01-28",0
"2017-01-29",0.0606
"2017-01-30",0.0137
"2017-01-31",0.0479
"2017-02-01",0.0205
"2017-02-02",0
"2017-02-03",0
"2017-02-04",0
"2017-02-05",0.0014
"2017-02-06",0.0005
"2017-02-07",0.0034
"2017-02-08",0
"2017-02-09",0
"2017-02-10",0
"2017-02-11",0
"2017-02-12",0
"2017-02-13",0.0369
"2017-02-14",0.0255
"2017-02-15",0.0004
"2017-02-16",0.2256
"2017-02-17",0.1667
"2017-02-18",0.0243
"2017-02-19",0.1224
"2017-02-20",1.3164
"2017-02-21",0.2486
"2017-02-22",0.3091
"2017-02-23",0.5334
"2017-02-24",0.1135
"2017-02-25",0.1576
"2017-02-26",0.5497
"2017-02-27",0.2989
"2017-02-28",0.1174
"2017-03-01",0.4503
"2017-03-02",0.4857
"2017-03-03",0.0014
"2017-03-04",0.0031
"2017-03-05",0
"2017-03-06",0.0365
"2017-03-07",0.0549
"2017-03-08",0.2074
"2017-03-09",0.7114
"2017-03-10",0.0769
"2017-03-11",0.0381
"2017-03-12",0.0066
"2017-03-13",0.0032
"2017-03-14",0.0202
"2017-03-15",0.8864
"2017-03-16",0.2464
"2017-03-17",0.7775
"2017-03-18",0.2341
"2017-03-19",0.1089
"2017-03-20",0.0613
"2017-03-21",0.1178
"2017-03-22",0.0444
"2017-03-23",0.0821
"2017-03-24",0.4395
"2017-03-25",0.4916
"2017-03-26",1.214
"2017-03-27",0.1322
"2017-03-28",0.0882
"2017-03-29",0.0484
"2017-03-30",0.1716
"2017-03-31",1.323
"2017-04-01",0.038
"2017-04-02",0
"2017-04-03",0.074
"2017-04-04",0.187
"2017-04-05",0.8928
"2017-04-06",0.1987
"2017-04-07",0.7974
"2017-04-08",0.0546
"2017-04-09",0.8328
"2017-04-10",0.3593
"2017-04-11",0.0713
"2017-04-12",1.1498
"2017-04-13",0.5762
"2017-04-14",1.5439
"2017-04-15",0.1338
"2017-04-16",0.0017
"2017-04-17",0.2476
